,ID,Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus,species
4e0394d4e9e34f6372191c5ea788f17653375003,Arthropoda,Eukaryota,Metazoa,Arthropoda,,,,,
4e04665ac81fff4b4c8f3fdeacb9655bbdc76605,Pseudevadne tergestina,Eukaryota,Metazoa,Arthropoda,Branchiopoda,Diplostraca,Podonidae,Pseudevadne,Pseudevadne tergestina
4e13dcd5ccb53f90aa85f4b11f2c3d1efa4994b0,Clionaopsis platei,Eukaryota,Metazoa,Porifera,Demospongiae,Clionaida,Clionaidae,Clionaopsis,Clionaopsis platei
4e1dc54104cef97197164941b0b59494ac2d0f7e,Cnidaria,Eukaryota,Metazoa,Cnidaria,,,,,
4e2448311252507f2833d2f56794593cc9352926,Scleractinia,Eukaryota,Metazoa,Cnidaria,Anthozoa,Scleractinia,,,
4e25ed261c3f744be8168d5f3405c31b2a1c90f1,Insecta,Eukaryota,Metazoa,Arthropoda,Insecta,,,,
4e2a33995a11540c1bc71a278b33f8ded913d5f8,Diadema antillarum,Eukaryota,Metazoa,Echinodermata,Echinoidea,Diadematoida,Diadematidae,Diadema,Diadema antillarum
4e321f23c9a803c77e5d908e2e6559d359449143,Ciidae,Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Ciidae,,
4e3236a8484d072ce309bcf9d628e3cb6863910e,Metazoa,Eukaryota,Metazoa,,,,,,
4e32601900b766a6494804a8970848f9361de474,Cnidaria,Eukaryota,Metazoa,Cnidaria,,,,,
4e3d2a56288a5156a10dfa36a0684c410362a2e0,Linyphiidae,Eukaryota,Metazoa,Arthropoda,Arachnida,Araneae,Linyphiidae,,
4e43ecc49034510683df50bbd6d598141c341b03,Metazoa,,Metazoa,,,,,,
4e4ac8165281ffb2ebcf597334f19d6c1ba54e20,Hexanauplia,Eukaryota,Metazoa,Arthropoda,Hexanauplia,,,,
4e4f801b60ad03064a23a569c39942cf2d1505a8,Mollusca,Eukaryota,Metazoa,Mollusca,,,,,
4e5869a8dc5181f25d56f02aac549afd2ca717f5,Arthropoda,Eukaryota,Metazoa,Arthropoda,,,,,
4e5d76206814f0a14bf8a8fef9928716ceb50382,Campanulariidae,Eukaryota,Metazoa,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,,
4e6d6cc7d48ee50f41b2a8f91671a4b847973426,Metazoa,Eukaryota,Metazoa,,,,,,
4e6dc08b15025f82fba16d5077d015dff21bc75d,Siphonophorae,Eukaryota,Metazoa,Cnidaria,Hydrozoa,Siphonophorae,,,
4e7bb6d6797a3ba0d3d3eb79cbdaf5abc3ddd21e,Metazoa,Eukaryota,Metazoa,,,,,,
4e85c1bff0c35d2c5d25815e63d9226623ab379e,Tenebrionidae,Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Tenebrionidae,,
4e87793a3f34334d9d630758575693c216156423,Cnidaria,Eukaryota,Metazoa,Cnidaria,,,,,
4e8fb1e21744897bc76d12311255acfc31614d19,Metazoa,Eukaryota,Metazoa,,,,,,
4e934aa02795d03e845a24d15d3f5c592b8906fe,Arthropoda,Eukaryota,Metazoa,Arthropoda,,,,,
4e940e828834a437c677b06fbe22d636f8fa13ef,Metazoa,Eukaryota,Metazoa,,,,,,
4e9748318794f1b81623039a7f1e20c1ef38de23,Metazoa,Eukaryota,Metazoa,,,,,,
4ea370663ac94616b706219320cb8655c459a013,Metazoa,Eukaryota,Metazoa,,,,,,
4ec0f35d5f5ee89d6170f3ddef56174786a01561,Clathria reinwardti,Eukaryota,Metazoa,Porifera,Demospongiae,Poecilosclerida,Microcionidae,Clathria,Clathria reinwardti
4ed5e59cf567fafc576ebe851f6b41ddbe941615,Aspidosiphon fischeri,Eukaryota,Metazoa,Annelida,Polychaeta,Aspidosiphonidormes,Aspidosiphonidae,Aspidosiphon,Aspidosiphon fischeri
4ed7af40d90496e633dde7eb36dfe781241d66cc,Syllidae,Eukaryota,Metazoa,Annelida,Polychaeta,Phyllodocida,Syllidae,,
4eda2af46b02837b9e868b862d6d27bceee00922,Metazoa,,Metazoa,,,,,,
4ee0a7adb0b5a5232a231d026bceb58d08d49107,Metazoa,Eukaryota,Metazoa,,,,,,
4ee94dfbbcebf93608a042b985d700a744cf9ae0,Campanulariidae,Eukaryota,Metazoa,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,,
4eef4acd524ecbf546915daba64977841e885bc5,Metazoa,Eukaryota,Metazoa,,,,,,
4ef26916d5d91634d85a97aec9f1390d03eccae0,Hymenoptera,Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,,,
4ef717f7255f89729d3c7c1a1db5104985f68e78,Metazoa,Eukaryota,Metazoa,,,,,,
4ef9104f96ed1e75ca7ff4e5bbfcfc8dc5cfd46a,Metazoa,Eukaryota,Metazoa,,,,,,
4efe920fbb63ec00d4d2617ddb7e60ee2cc452c3,Metazoa,Eukaryota,Metazoa,,,,,,
4f06df285b89d01aa42bec65493e261f1ed34b55,Arthropoda,Eukaryota,Metazoa,Arthropoda,,,,,
4f06e5f4c3a52f96a6cd1497bd02ddf6edb26d0c,Haplotaxida,Eukaryota,Metazoa,Annelida,Clitellata,Haplotaxida,,,
4f101a7452065f75e78a1eee74f0fa09f6b07183,Cnidaria,Eukaryota,Metazoa,Cnidaria,,,,,
4f2e128262633caa6b9bbc5c5fe935153f88175a,Metazoa,,Metazoa,,,,,,
4f342b306529622e667f031e8e56e90197465cc0,Metazoa,Eukaryota,Metazoa,,,,,,
4f37d21a36bd8373e3cd4d7c31a6af72018d1644,Metazoa,Eukaryota,Metazoa,,,,,,
4f38930326e976a00c2522dc6339b5606e85d456,Chelonaplysilla delicata,Eukaryota,Metazoa,Porifera,Demospongiae,Dendroceratida,Darwinellidae,Chelonaplysilla,Chelonaplysilla delicata
4f3fe67833165f5b4863bb83195a08d56afa2917,Arthropoda,Eukaryota,Metazoa,Arthropoda,,,,,
4f43ee257801bd044a2a810ed89c16c5c0a4dd69,Zoropsidae,Eukaryota,Metazoa,Arthropoda,Arachnida,Araneae,Zoropsidae,,
4f49ec9faf97cd2c6ce4a12f10657166fd84ef61,Arthropoda,Eukaryota,Metazoa,Arthropoda,,,,,
4f5533cc6532229ffaca2fb07d29bd7e9ec7a820,Metazoa,Eukaryota,Metazoa,,,,,,
4f587d21dfb13732371d16d2f718b15074bd0e92,Bolbophoridae,Eukaryota,Metazoa,Platyhelminthes,Trematoda,Strigeidida,Bolbophoridae,,
4f600656f0b594e0ff389c12a08c69d5faeedde0,Metazoa,Eukaryota,Metazoa,,,,,,
4f66525e356cb88fa8d0f8824fbc2ae8ea66cc0c,Cnidaria,Eukaryota,Metazoa,Cnidaria,,,,,
4f6b38a317e0729851d73251c8b271c04dd8bafa,Metazoa,Eukaryota,Metazoa,,,,,,
4f72b9f3635fd915058ed21e83d72309ae8ba819,Annelida,Eukaryota,Metazoa,Annelida,,,,,
4f8080eeb258060afc7a851c1f271b4b90974c1b,Arthropoda,Eukaryota,Metazoa,Arthropoda,,,,,
4f857c43c994b8bf900d459c596db511f40b9159,Metazoa,Eukaryota,Metazoa,,,,,,
4f86b99a6acd34d7c335c0986ad5581d121fc8ec,Metazoa,Eukaryota,Metazoa,,,,,,
4f8ca48fd5b3a4d213b8273cb2c41d18d8300307,Metazoa,Eukaryota,Metazoa,,,,,,
4f987373cde254b0b0230a1315cf112048438823,Hexanauplia,Eukaryota,Metazoa,Arthropoda,Hexanauplia,,,,
4fa284699323afd5c0f37ba5dedaaab215b50f6b,Metazoa,Eukaryota,Metazoa,,,,,,
4faf65e3bc38b5b00bdc9e77bca1546b0fe53f29,Placobranchidae,Eukaryota,Metazoa,Mollusca,Gastropoda,Littorinimorpha,Placobranchidae,,
4fb87fef532caa8bd59570706ca0a2859568ca02,Metazoa,Eukaryota,Metazoa,,,,,,
4fcd398c85e64b7cf817c58e0aecda0d942b2adb,Metazoa,,Metazoa,,,,,,
4fe8fb084a752151660c94d1847789fe587e6089,Metazoa,Eukaryota,Metazoa,,,,,,
4ff430b4884021f07e5fbaa97beee51faac5bcef,Iotrochota birotulata,Eukaryota,Metazoa,Porifera,Demospongiae,Poecilosclerida,Iotrochotidae,Iotrochota,Iotrochota birotulata
4ff5e31a0694a25acfdc96fa65eba78594eccde7,Metazoa,Eukaryota,Metazoa,,,,,,
4ff637656583a4c272c38219a82141446b216303,Metazoa,Eukaryota,Metazoa,,,,,,
4ffd0a04a4a4181146bd156d4c3fded13f918b19,Plumulariidae,Eukaryota,Metazoa,Cnidaria,Hydrozoa,Leptothecata,Plumulariidae,,
4ffda6f5f6f12fba8ed8ca359598a084b473d1a6,Cnidaria,Eukaryota,Metazoa,Cnidaria,,,,,
500b81098459f2dbc5aa1427b70b2c1d840f77aa,Metazoa,Eukaryota,Metazoa,,,,,,
500d6ab1f238b2d4ad3f4914d8487264e0d77978,Metazoa,Eukaryota,Metazoa,,,,,,
50161ec741d19008266d9d29fff9483abb467c54,Mycale fibrexilis,Eukaryota,Metazoa,Porifera,Demospongiae,Poecilosclerida,Mycalidae,Mycale,Mycale fibrexilis
5019ced3acf313b2fdc48e5f973299fba1379d44,Acroporidae,Eukaryota,Metazoa,Cnidaria,Anthozoa,Scleractinia,Acroporidae,,
501a201a71a99a8c0138b12d3579ccbbd3e2344a,Corynidae,Eukaryota,Metazoa,Cnidaria,Hydrozoa,Anthoathecata,Corynidae,,
5021799be3511886e232c021ec215e3b1ebe2cc4,Cnidaria,Eukaryota,Metazoa,Cnidaria,,,,,
504632955cc076eaa20f1f642e902e0e0b0dfb05,Metazoa,,Metazoa,,,,,,
5053ac7230895182f45438238de1d7285aea844f,Cnidaria,Eukaryota,Metazoa,Cnidaria,,,,,
5065b5aff5b99addca90b8497661dde3f41e7cd8,Spirastrellidae,Eukaryota,Metazoa,Porifera,Demospongiae,Clionaida,Spirastrellidae,,
5068f50aedb07d0352e0b8d117dba074012c683e,Hormathiidae,Eukaryota,Metazoa,Cnidaria,Anthozoa,Actiniaria,Hormathiidae,,
506a03015fd304508102da0dd4c5d36b84871fd8,Metazoa,Eukaryota,Metazoa,,,,,,
506cff81e75934f9d1f79b6fae5135f2890d679b,Laelapidae,Eukaryota,Metazoa,Arthropoda,Arachnida,Mesostigmata,Laelapidae,,
506f5c5707336e967dc4cc8f7f433867f14ac7d3,Arthropoda,Eukaryota,Metazoa,Arthropoda,,,,,
507269d3288722b44edf0f1e41c2d1a98e8c8d3a,Metazoa,Eukaryota,Metazoa,,,,,,
5073574c377d80930d80a24b5a0f36bb090d9bfa,Metazoa,Eukaryota,Metazoa,,,,,,
508eed9b633714fc9c173f02fa707b1f3659acbe,Desmapsamma anchorata,Eukaryota,Metazoa,Porifera,Demospongiae,Poecilosclerida,Desmacididae,Desmapsamma,Desmapsamma anchorata
50923a6602ac3b81ca6fca07c896d2f9baba404c,Arthropoda,Eukaryota,Metazoa,Arthropoda,,,,,
50a1b7220a7935d19b36d81d1d89c350ddb80b77,Diptera,Eukaryota,Metazoa,Arthropoda,,Diptera,,,
50acf38a661959a10f1dde959c946f04b1a9b415,Oikopleuridae,Eukaryota,Metazoa,Chordata,Appendicularia,,Oikopleuridae,,
50b60a6f02275582aaede5991702b6386ba8875d,Metazoa,Eukaryota,Metazoa,,,,,,
50c673049c040401de46c4e5ef8011724f2de121,Metazoa,,Metazoa,,,,,,
50c7492e807c971f62fd095b39999fa7232d8d50,Arthropoda,Eukaryota,Metazoa,Arthropoda,,,,,
50d1090bc44b6cb5da62b56a18fd4faf06e04eac,Campanulariidae,Eukaryota,Metazoa,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,,
50d23668e39d9b8c1858e557c1073671ba14745a,Mollusca,Eukaryota,Metazoa,Mollusca,,,,,
50ddae50015e93db3e1a16adbe1d91e56fcf2010,Metazoa,Eukaryota,Metazoa,,,,,,
50e15dd5c77637c1cd95543f11e34bd25ce50947,Metazoa,Eukaryota,Metazoa,,,,,,
50e61b452b306f988554598de89cae2bd8d08c6b,Metazoa,Eukaryota,Metazoa,,,,,,
50e8425efb2b3aa436cac8805d82a04d55e1bb90,Arachnida,Eukaryota,Metazoa,Arthropoda,Arachnida,,,,
50f6ce4a2e545863c37fc007fecae9e84e639c54,Amathia vidovici,Eukaryota,Metazoa,Bryozoa,Gymnolaemata,Ctenostomatida,Vesiculariidae,Amathia,Amathia vidovici
50f865c5d248131cfaab71812d39398327fbe9b4,Metazoa,Eukaryota,Metazoa,,,,,,
5106b95165bf77fb64c88fff782a2f0d491bad14,Metazoa,Eukaryota,Metazoa,,,,,,
5109ad12343453b245c98d84aebd4ea41bc3e0fd,Pitho quadridentata,Eukaryota,Metazoa,Arthropoda,Malacostraca,Decapoda,Mithracidae,Pitho,Pitho quadridentata
510d07ff2e6fd87cb4d152e8718e7eb75687c7bb,Arthropoda,Eukaryota,Metazoa,Arthropoda,,,,,
510f32e40f011d0d283a7a271d2672bb6886bc44,Metazoa,Eukaryota,Metazoa,,,,,,
5113f61210ba370466ecfbafdfe1ce8db51e7f53,Rickettsiaceae,,Metazoa,,,,Rickettsiaceae,,
5120c0f946f0c9d90a28f3cacd0c48e14b5335f8,Metazoa,Eukaryota,Metazoa,,,,,,
5129f11c3a84bb6f1746c84ff9630458c8e1fa40,Metazoa,Eukaryota,Metazoa,,,,,,
51401cedebcddfc1249dcb4b5100f455cc67f36a,Sipunculus nudus,Eukaryota,Metazoa,Annelida,Polychaeta,Golfingiida,Sipunculidae,Sipunculus,Sipunculus nudus
5141b1f09e60c4c7a0063dcf907a164ab5b05f5f,Mollusca,Eukaryota,Metazoa,Mollusca,,,,,
515ecb677fb10f1df145465d650e15cc9794f810,Arthropoda,Eukaryota,Metazoa,Arthropoda,,,,,
51624c9d76c671b5bcb2db5442042a1f42989593,Metazoa,Eukaryota,Metazoa,,,,,,
516b0dec85275e0b9e0e1d59bc665488a806a5da,Cirratulidae,Eukaryota,Metazoa,Annelida,Polychaeta,Spionida,Cirratulidae,,
51705b9f21bf161c4d7055e44fb7bd6a5db980f1,Metazoa,Eukaryota,Metazoa,,,,,,
517168e9a11bc4ab28ec0cfd5476dd8d4e40b251,Metazoa,Eukaryota,Metazoa,,,,,,
5177a1c4c5984cbc8ba9eec13fcd584f19f44b85,Arthropoda,Eukaryota,Metazoa,Arthropoda,,,,,
517998cad17f8106d05898ee8770a2da0e60e0be,Insecta,Eukaryota,Metazoa,Arthropoda,Insecta,,,,
517c32303f40ced973cd74282c50a93444624d11,Pocilloporidae,Eukaryota,Metazoa,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,,
5189c3440e5c2e97239d2ca830068756758f95ca,Cnidaria,Eukaryota,Metazoa,Cnidaria,,,,,
5192ce95a40d83b1deefcc4653d9206889754051,Arachnida,Eukaryota,Metazoa,Arthropoda,Arachnida,,,,
51aaf3220f30388b7618731bc9f8f143d4158ef6,Hydrozoa,Eukaryota,Metazoa,Cnidaria,Hydrozoa,,,,
51b7f724792ed3faa9d5dd0d190fcc23e93a7220,Gastropoda,Eukaryota,Metazoa,Mollusca,Gastropoda,,,,
51bc8fce77f0c29d10bce8d0d8f0140e79551c6f,Metazoa,Eukaryota,Metazoa,,,,,,
51cf15f58aa8113f30a77e8f363320f0a16abb14,Porifera,Eukaryota,Metazoa,Porifera,,,,,
51e0c6f67abdd788361ce22df56c41129eb563d3,Sialidae,Eukaryota,Metazoa,Arthropoda,Insecta,Megaloptera,Sialidae,,
51e15489bd0a7820c9e4b75833578ee12480e358,Terebellidae,Eukaryota,Metazoa,Annelida,Polychaeta,Terebellida,Terebellidae,,
51e48e8f309d4bbb18781f64614c685f79115464,Isostichopus badionotus,Eukaryota,Metazoa,Echinodermata,Holothuroidea,Aspidochirotida,Stichopodidae,Isostichopus,Isostichopus badionotus
51f491211aa7bbc5cbabac1f9057040782fcba49,Pelagibacteraceae,,Metazoa,,,Pelagibacterales,Pelagibacteraceae,,
51f49125bcce9802963359bc8196b253a24d145a,Aphanipathidae,Eukaryota,Metazoa,Cnidaria,Anthozoa,Antipatharia,Aphanipathidae,,
51fa3694675cbbd9e69dbcf7934db7b524caec88,Metazoa,Eukaryota,Metazoa,,,,,,
51fcd3f706b258553ced0e9a3f068183b8e3006f,Metazoa,Eukaryota,Metazoa,,,,,,
5202a8a504c8d5b95921a237052afb9edb5f34de,Cirratulidae,Eukaryota,Metazoa,Annelida,Polychaeta,Spionida,Cirratulidae,,
5203ea644cf0623575238a58c0a8ced985844ffd,Metazoa,,Metazoa,,,,,,
5207f1108e8020153883f13c553a109426333e74,Cnidaria,Eukaryota,Metazoa,Cnidaria,,,,,
520a8a20d929b339be9916e760eb30d49995df62,Arthropoda,Eukaryota,Metazoa,Arthropoda,,,,,
520db28dd40ebf9d77ff55f09c7eb975976dc6c5,Scheloribatidae,Eukaryota,Metazoa,Arthropoda,Arachnida,Sarcoptiformes,Scheloribatidae,,
520dd42550e0271c845926c9bbe6171d042ab3c4,Arthropoda,Eukaryota,Metazoa,Arthropoda,,,,,
520f28e338cb81454826993bd2b4e2b86fcdb798,Metazoa,Eukaryota,Metazoa,,,,,,
5211372fc54d3b5dff1f9b3ecb5e7d9946558a46,Arthropoda,Eukaryota,Metazoa,Arthropoda,,,,,
521b44d295f05e9673e167db6c0857c53ac04772,Metazoa,Eukaryota,Metazoa,,,,,,
521c6ce73ce64452d796db97c4d84ecba76b398c,Cnidaria,Eukaryota,Metazoa,Cnidaria,,,,,
5231bc73d3c19471f8966f28cce092a2bb1a6ef2,Metazoa,Eukaryota,Metazoa,,,,,,
523d83764f0a0392dd2c353ea9d982741c1a1cb2,Metazoa,,Metazoa,,,,,,
523e8c5ff6fed39d24e3229f6e76a07ae0234f07,Metazoa,Eukaryota,Metazoa,,,,,,
52403b82bd1bf174ec3e1ce89689e98634fe5c21,Metazoa,Eukaryota,Metazoa,,,,,,
52438f95feff544d7a10a2dede7426bc5862b8a4,Miraciidae,Eukaryota,Metazoa,Arthropoda,Hexanauplia,Harpacticoida,Miraciidae,,
526297db07488e393a0a5c997dc5fa6e908acab7,Arthropoda,Eukaryota,Metazoa,Arthropoda,,,,,
527a295d0c1aba955194a7ed77f8dc89a1f8b5fb,Insecta,Eukaryota,Metazoa,Arthropoda,Insecta,,,,
527af59c55930f6d5111dc155fbb94db70d52f23,Metazoa,Eukaryota,Metazoa,,,,,,
527de66afab7140db8163a1a088dae8373c0c1e4,Metazoa,Eukaryota,Metazoa,,,,,,
52a3580c79b8f1dfa694f123d719b0bafe3109bb,Cephalothrix alba,Eukaryota,Metazoa,Nemertea,Palaeonemertea,,Cephalothricidae,Cephalothrix,Cephalothrix alba
52a4440750dbeb3ed91cb7615d60948c5d1f0c0d,Sycettidae,Eukaryota,Metazoa,Porifera,Calcarea,Leucosolenida,Sycettidae,,
52b342a3c62f61c9fa01ec69a895573c1942e749,Arthropoda,Eukaryota,Metazoa,Arthropoda,,,,,
52bd5051520bcaa07e4149ef579a8cbe3f8f77d3,Metazoa,Eukaryota,Metazoa,,,,,,
52c041aea67f7b38af3346adbea479b0aa739c02,Arthropoda,Eukaryota,Metazoa,Arthropoda,,,,,
52c08e2da648bc4378373fdce0d9e9efc0332a01,Tethya actinia,Eukaryota,Metazoa,Porifera,Demospongiae,Tethyida,Tethyidae,Tethya,Tethya actinia
52c5f92cedcf77f77cf79baac4e36aa935f41edf,Diptera,Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,,,
52d22d195a486cb4134c3db4d09067fe54276500,Arthropoda,Eukaryota,Metazoa,Arthropoda,,,,,
52ecbca46fb2bb3ca22de9d667b4c0d2b204feaf,Metazoa,,Metazoa,,,,,,
5301a497b43f9c9d649cea75fae6b84e5de6b7af,Metazoa,Eukaryota,Metazoa,,,,,,
5307a8752f29f45ea0f4cc1d939077a1067e2f34,Metazoa,Eukaryota,Metazoa,,,,,,
5307aa72bd4657620a5eabd41d32300142aa0199,Metazoa,Eukaryota,Metazoa,,,,,,
5307b1cf2459f585f718de1105fc299a35edb2a0,Arthropoda,Eukaryota,Metazoa,Arthropoda,,,,,
53092e3019c2fc75650bfe2b2396a60e4d7655ea,Metazoa,Eukaryota,Metazoa,,,,,,
531f05166ebc939196ee42db493f25136796fb6e,Metazoa,Eukaryota,Metazoa,,,,,,
53299f62ae0e0790ff68995007de3cacfa08211f,Ichneumonidae,Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,,
533342dbd66d4b1de9c0be84ceeda6fd780c010d,Metazoa,Eukaryota,Metazoa,,,,,,
533b4c331be407d14825750d92240541b4894ac4,Arthropoda,Eukaryota,Metazoa,Arthropoda,,,,,
5344659d7198b789a25f7081adac2267b7dcf8f2,Macrotrichidae,Eukaryota,Metazoa,Arthropoda,Branchiopoda,Diplostraca,Macrotrichidae,,
5348029b55f694ae2f73e2ba5726d252192248ff,Ariophantidae,Eukaryota,Metazoa,Mollusca,Gastropoda,Stylommatophora,Ariophantidae,,
535d262761917516bf4d5314c3d94bc3a610b32e,Insecta,Eukaryota,Metazoa,Arthropoda,Insecta,,,,
535e740f1c6fae1d140b3229e9db2f6a5972397d,Tenebrionidae,Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Tenebrionidae,,
53700dfa8a8c252c725649502c885425666050f4,Metazoa,,Metazoa,,,,,,
537325cd88902919feb8db425a09fc9fa7b330b7,Macrostomidae,Eukaryota,Metazoa,Platyhelminthes,,Macrostomida,Macrostomidae,,
53770e487bec8f62ad82135969505831aa7ae4a0,Metazoa,Eukaryota,Metazoa,,,,,,
537dfd27bd6ee10a7d3ebbedbf7929b2152d5212,Cnidaria,Eukaryota,Metazoa,Cnidaria,,,,,
537fd0cd21c4a3e6c927c59e6b346d8db9a600da,Metazoa,Eukaryota,Metazoa,,,,,,
5384276b55a09c99e2fceb61a7ea41ea6a3a0466,Metazoa,Eukaryota,Metazoa,,,,,,
5390f01567bbd3c749c9d00ac279405ed605d7fd,Metazoa,Eukaryota,Metazoa,,,,,,
53990e3e7b456650f5550d222faf548536dab9b4,Insecta,Eukaryota,Metazoa,Arthropoda,Insecta,,,,
539ea86407862c4b06b284b327d16fcb6509efe4,Arthropoda,Eukaryota,Metazoa,Arthropoda,,,,,
53a3b2376c13242708c40f40667183b87eb414cd,Arthropoda,Eukaryota,Metazoa,Arthropoda,,,,,
53afa55c1f5b6644428a92c749a6054f9e13d72b,Metazoa,Eukaryota,Metazoa,,,,,,
53b097c38d15e4a84afe01c47896cb994eee5507,Arthropoda,Eukaryota,Metazoa,Arthropoda,,,,,
53c44ef791a7d354f8ebb974972c5326d9d39965,Metazoa,Eukaryota,Metazoa,,,,,,
53c4b70cda18eb116209e6e0622a5b2acb92a78a,Arthropoda,Eukaryota,Metazoa,Arthropoda,,,,,
53ca637e1d07d668967b4cdc922fe80b9864ca27,Metazoa,Eukaryota,Metazoa,,,,,,
53cf2074a024267e43bb7cee1bf9a8a5cfda68a1,Acoela,Eukaryota,Metazoa,Xenacoelomorpha,Acoela,,,,
53d0b949ecf9148813956fbccb463fdba8b478e5,Bugula neritina,Eukaryota,Metazoa,Bryozoa,Gymnolaemata,Cheilostomatida,Bugulidae,Bugula,Bugula neritina
53e3e73012ea4eac94b8788d93ba70f66f2829f4,Eucharitidae,Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Eucharitidae,,
53ea254614c946a437394b32edbfacf904aeedb6,Hydrozoa,Eukaryota,Metazoa,Cnidaria,Hydrozoa,,,,
53eaac6c96cf7614de5baea7a4dd03d1b77557b8,Metazoa,Eukaryota,Metazoa,,,,,,
53eb96ce588eedfd1f1181e18d992bbda9311fe9,Metazoa,Eukaryota,Metazoa,,,,,,
53f6b9b90942ff016ffddcafce18f1b1d31cd8af,Arthropoda,Eukaryota,Metazoa,Arthropoda,,,,,
540ce44bb3340a658bbca556c0e1400d4de799be,Nanomia bijuga,Eukaryota,Metazoa,Cnidaria,Hydrozoa,Siphonophorae,Agalmatidae,Nanomia,Nanomia bijuga
540e98fe912f7c77f489aea73f365cec894addd3,Metazoa,,Metazoa,,,,,,
5413ec3180077ce53583fbe88e4601826fbf271d,Mycetophilidae,Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Mycetophilidae,,
54158a40d3dcc489929fcec7950d1c7d92a5f276,Sycettidae,Eukaryota,Metazoa,Porifera,Calcarea,Leucosolenida,Sycettidae,,
541bc784f4966db74c8624f018fe0337a0a9c89e,Metazoa,,Metazoa,,,,,,
5425d28b825fa278af0c1ebe1ab2e104ac711204,Cnidaria,Eukaryota,Metazoa,Cnidaria,,,,,
543268ad129b6ab8d97e5aa5b0c731366adb8869,Campanulariidae,Eukaryota,Metazoa,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,,
54329f4e8953bb98e8d5943ca806e26288e5c626,Geryoniidae,Eukaryota,Metazoa,Cnidaria,,Trachymedusae,Geryoniidae,,
54355e66571112497615b27a7a539af0880f2e2a,Metazoa,Eukaryota,Metazoa,,,,,,
54396dc27a590fa3915c0fad61ab803f477567e8,Staphylinidae,Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Staphylinidae,,
5443622fc77979eedfa3422de18ffd6d03726e61,Hydrozoa,Eukaryota,Metazoa,Cnidaria,Hydrozoa,,,,
544b1c14a1cb4a7ecb1f6d7ff62cf16768e2a6e8,Metazoa,Eukaryota,Metazoa,,,,,,
544f946c42aa152a6d7cc38497a001fc137abdb6,Metazoa,Eukaryota,Metazoa,,,,,,
5461e6a46e0733c0968f034044d4e7135df37bed,Metazoa,Eukaryota,Metazoa,,,,,,
546cb14f00e750f90b7543ab42472ce828bb4c6b,Cnidaria,Eukaryota,Metazoa,Cnidaria,,,,,
546cba463005badfe6005ad958b12854ed8a0710,Metazoa,,Metazoa,,,,,,
5472b1cf78b5df170667617991ddf9393205345f,Eriophyidae,Eukaryota,Metazoa,Arthropoda,Arachnida,Trombidiformes,Eriophyidae,,
5473421efbecb7227e988ff308734a35722f3616,Arthropoda,Eukaryota,Metazoa,Arthropoda,,,,,
5474bc45d66392031dea64d160098da26baa16e9,Chordata,Eukaryota,Metazoa,Chordata,,,,,
547c2583bbe29a465210ea5653a3e38664bb3825,Metazoa,,Metazoa,,,,,,
547e92c27392eae7221632b540713835908225fd,Metazoa,Eukaryota,Metazoa,,,,,,
5483ac37f5f06ea86776480ad8256c40a7d4a512,Scleractinia,Eukaryota,Metazoa,Cnidaria,Anthozoa,Scleractinia,,,
548c417a2a2025008362a51956ff6866f40af1ce,Metazoa,Eukaryota,Metazoa,,,,,,
54900fd2e0ed560eab20255c423ea4b321fe36b7,Sciaridae,Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Sciaridae,,
5492a430e3841d60193f9d3ba3fd123c6d0df5ff,Metazoa,Eukaryota,Metazoa,,,,,,
549598daf4e2a8ec1b6caba297b57de4525ebbe6,Metazoa,Eukaryota,Metazoa,,,,,,
54a8c14beca387ebbb60f0c3b6af9fd26fd10aaa,Arthropoda,Eukaryota,Metazoa,Arthropoda,,,,,
54aecaa7c01ba1e31ddf399567faecb96b88eff8,Metazoa,,Metazoa,,,,,,
54b559b248fe167605c2d56af310125b73d4589f,Metazoa,Eukaryota,Metazoa,,,,,,
54cde823974f2b6fd91382d771656ae09854da86,Cnidaria,Eukaryota,Metazoa,Cnidaria,,,,,
54d2f50863091e47acd3af2479882266ea676cdd,Arthropoda,Eukaryota,Metazoa,Arthropoda,,,,,
54f6008f77c94f572d799e7841b896d1ecad45fd,Bougainvilliidae,Eukaryota,Metazoa,Cnidaria,Hydrozoa,Anthoathecata,Bougainvilliidae,,
54f930a2dbbc2a085d573c381aa20ac514ded917,Echinodermata,Eukaryota,Metazoa,Echinodermata,,,,,
