,Line_ID,Diver,Buddy,Site.No.,event,Site.Name,Habitat,Latitude,Longitude,Date,vis,Direction,Time,P.Qs,Depth,Method,Block,Code,Species,Common.name,Note,A,B,CF,Total Abundance,Total Biomass,Inverts,3,6,9,12,15,18,23,27,30.5,33.8,36.8,46,57,69,81,92,103.5,115,3,6,9,12,15,18,23,27,30.5,33.8,36.8,46,57,69,81,92,103.5,115
399,556,Janina Seemann,Will Wied,BOCAS10m,Crawl Cay Mangrove_7/6/17_1,Crawl Cay Mangrove,Mangrove,9.274934,-82.130763,7/6/17,4,N,14:45,0,1,1,1,cgl,Coryphopterus glaucofraenum,0,,0.0165,2.68,1,1,2.008765751,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.008765751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401,558,Janina Seemann,Will Wied,BOCAS10m,Crawl Cay Mangrove_7/6/17_1,Crawl Cay Mangrove,Mangrove,9.274934,-82.130763,7/6/17,4,N,14:45,0,1,1,1,eil,Elacatinus illecebrosus,0,,0.0092,3.017,1,2,0.506165626,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.506165626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404,561,Janina Seemann,Will Wied,BOCAS10m,Crawl Cay Mangrove_7/6/17_1,Crawl Cay Mangrove,Mangrove,9.274934,-82.130763,7/6/17,4,N,14:45,0,1,1,1,hfl,Haemulon flavolineatum,0,,0.013,3.158,0.917431193,1,67.30379427,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.30379427,0,0,0,0,0,0,0,0,0,0,0,0,0
403,560,Janina Seemann,Will Wied,BOCAS10m,Crawl Cay Mangrove_7/6/17_1,Crawl Cay Mangrove,Mangrove,9.274934,-82.130763,7/6/17,4,N,14:45,0,1,1,1,hbi,Halichoeres bivittatus,0,,0.0134,2.939,1,1,38.33866699,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.33866699,0,0,0,0,0,0,0,0,0,0,0,0,0
402,559,Janina Seemann,Will Wied,BOCAS10m,Crawl Cay Mangrove_7/6/17_1,Crawl Cay Mangrove,Mangrove,9.274934,-82.130763,7/6/17,4,N,14:45,0,1,1,1,hpu,Hypoplectrus puella,0,,0.0109,3.182,1,1,11.8529421,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8529421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
397,554,Janina Seemann,Will Wied,BOCAS10m,Crawl Cay Mangrove_7/6/17_1,Crawl Cay Mangrove,Mangrove,9.274934,-82.130763,7/6/17,4,N,14:45,0,1,1,1,lap,Lutjanus apodus,0,,0.0194,2.978,0.969932105,7,1352.072161,0,0,0,0,0,1,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,61.68811495,424.6814011,0,355.1428042,510.5598409,0,0,0,0,0,0,0,0,0
392,549,Janina Seemann,Will Wied,BOCAS10m,Crawl Cay Mangrove_7/6/17_1,Crawl Cay Mangrove,Mangrove,9.274934,-82.130763,7/6/17,4,N,14:45,0,1,1,1,sis,Scarus iseri,0,,0.0166,3.02,0.860691012,35,880.1104646,0,0,0,10,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.4504754,753.6599892,0,0,0,0,0,0,0,0,0,0,0,0,0,0
395,552,Janina Seemann,Will Wied,BOCAS10m,Crawl Cay Mangrove_7/6/17_1,Crawl Cay Mangrove,Mangrove,9.274934,-82.130763,7/6/17,4,N,14:45,0,1,1,1,svi,Sparisoma viride,0,,0.025,2.921,0.898477462,1,68.12438213,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.12438213,0,0,0,0,0,0,0,0,0,0,0,0,0
396,553,Janina Seemann,Will Wied,BOCAS10m,Crawl Cay Mangrove_7/6/17_1,Crawl Cay Mangrove,Mangrove,9.274934,-82.130763,7/6/17,4,N,14:45,0,1,1,1,sba,Sphyraena barracuda,0,,0.0108,2.84,1,3,3.747298209,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.244595306,3.502702903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,557,Janina Seemann,Will Wied,BOCAS10m,Crawl Cay Mangrove_7/6/17_1,Crawl Cay Mangrove,Mangrove,9.274934,-82.130763,7/6/17,4,N,14:45,0,1,1,1,sad,Stegastes adustus,0,,0.0275,2.973,1,4,35.87120503,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.97843342,18.8927716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
398,555,Janina Seemann,Will Wied,BOCAS10m,Crawl Cay Mangrove_7/6/17_1,Crawl Cay Mangrove,Mangrove,9.274934,-82.130763,7/6/17,4,N,14:45,0,1,1,1,spl,Stegastes planifrons,0,,0.0379,2.857,0.863,3,32.85154725,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.67206313,20.17948412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
992,562,Will Wied,0,BOCAS10m,Crawl Cay Mangrove_7/6/17_2,Crawl Cay Mangrove,Mangrove,9.274934,-82.130763,7/6/17,4,N,15:00,0,1,1,2,Asa,Abudefduf saxatilis,0,,0.0227,3.142,0.883392226,2,12.6475697,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.6475697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1002,572,Will Wied,0,BOCAS10m,Crawl Cay Mangrove_7/6/17_2,Crawl Cay Mangrove,Mangrove,9.274934,-82.130763,7/6/17,4,N,15:00,0,1,1,2,Avi,Anisotremus virginicus,0,,0.0148,3.167,0.897666068,1,4.31188059,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.31188059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
998,568,Will Wied,0,BOCAS10m,Crawl Cay Mangrove_7/6/17_2,Crawl Cay Mangrove,Mangrove,9.274934,-82.130763,7/6/17,4,N,15:00,0,1,1,2,Bel,Belonidae,Needlefish,,0.00036,3.322,NA,1,12.02160273,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.02160273,0,0,0,0,0,0,0,0,0,0,0
1001,571,Will Wied,0,BOCAS10m,Crawl Cay Mangrove_7/6/17_2,Crawl Cay Mangrove,Mangrove,9.274934,-82.130763,7/6/17,4,N,15:00,0,1,1,2,Cca,Chaetodon capistratus,0,,0.047,2.86,1,1,1.088089568,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.088089568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
996,566,Will Wied,0,BOCAS10m,Crawl Cay Mangrove_7/6/17_2,Crawl Cay Mangrove,Mangrove,9.274934,-82.130763,7/6/17,4,N,15:00,0,1,1,2,Cch,Chloroscombrus chrysurus,0,,0.00912,2.83,NA,7,10.16859422,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.16859422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
991,561,Will Wied,0,BOCAS10m,Crawl Cay Mangrove_7/6/17_2,Crawl Cay Mangrove,Mangrove,9.274934,-82.130763,7/6/17,4,N,15:00,0,1,1,2,Csp,Clupeid spp.,Sardine blue stripe,,0.0093,3,1,1000,251.1,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
994,564,Will Wied,0,BOCAS10m,Crawl Cay Mangrove_7/6/17_2,Crawl Cay Mangrove,Mangrove,9.274934,-82.130763,7/6/17,4,N,15:00,0,1,1,2,Csp3,Clupeid spp.,anchovie,,0.0093,3,1,50000,12555,0,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
997,567,Will Wied,0,BOCAS10m,Crawl Cay Mangrove_7/6/17_2,Crawl Cay Mangrove,Mangrove,9.274934,-82.130763,7/6/17,4,N,15:00,0,1,1,2,Csp2,Clupeid spp.,herring,,0.0093,3,1,3500,878.85,0,3500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,878.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
995,565,Will Wied,0,BOCAS10m,Crawl Cay Mangrove_7/6/17_2,Crawl Cay Mangrove,Mangrove,9.274934,-82.130763,7/6/17,4,N,15:00,0,1,1,2,Hca,Haemulon carbonarium,0,,0.0404,2.74,0.92936803,2,73.17588355,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.17588355,0,0,0,0,0,0,0,0,0,0,0,0,0,0
999,569,Will Wied,0,BOCAS10m,Crawl Cay Mangrove_7/6/17_2,Crawl Cay Mangrove,Mangrove,9.274934,-82.130763,7/6/17,4,N,15:00,0,1,1,2,hfl,Haemulon flavolineatum,0,,0.013,3.158,0.917431193,1,33.26578125,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.26578125,0,0,0,0,0,0,0,0,0,0,0,0,0,0
990,560,Will Wied,0,BOCAS10m,Crawl Cay Mangrove_7/6/17_2,Crawl Cay Mangrove,Mangrove,9.274934,-82.130763,7/6/17,4,N,15:00,0,1,1,2,Lap,Lutjanus apodus,0,,0.0194,2.978,0.969932105,26,660.9831868,0,0,3,11,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.08529924,148.22744,253.9179877,246.7524598,0,0,0,0,0,0,0,0,0,0,0,0,0
1004,574,Will Wied,0,BOCAS10m,Crawl Cay Mangrove_7/6/17_2,Crawl Cay Mangrove,Mangrove,9.274934,-82.130763,7/6/17,4,N,15:00,0,1,1,2,Lgr,Lutjanus griseus,0,,0.0195,2.91,1,2,53.88675517,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.88675517,0,0,0,0,0,0,0,0,0,0,0,0,0,0
993,563,Will Wied,0,BOCAS10m,Crawl Cay Mangrove_7/6/17_2,Crawl Cay Mangrove,Mangrove,9.274934,-82.130763,7/6/17,4,N,15:00,0,1,1,2,Sis,Scarus iseri,0,,0.0166,3.02,0.860691012,29,250.6421967,0,8,6,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.665255586,22.29852388,164.3856181,60.29279914,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1003,573,Will Wied,0,BOCAS10m,Crawl Cay Mangrove_7/6/17_2,Crawl Cay Mangrove,Mangrove,9.274934,-82.130763,7/6/17,4,N,15:00,0,1,1,2,Sba,Sphyraena barracuda,0,,0.0108,2.84,1,3,131.2416823,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.244595306,0,5.539524434,0,0,0,0,125.4575626,0,0,0,0,0,0,0,0,0,0
1000,570,Will Wied,0,BOCAS10m,Crawl Cay Mangrove_7/6/17_2,Crawl Cay Mangrove,Mangrove,9.274934,-82.130763,7/6/17,4,N,15:00,0,1,1,2,Spl,Stegastes planifrons,0,,0.0379,2.857,0.863,3,19.0080947,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.0080947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
378,516,Janina Seemann,Will Wied,BOCAS10 ,Crawl Cay Reef_7/6/17_1,Crawl Cay Reef,Reef,9.265417,-82.119056,7/6/17,8,N,11:40,0,3.5,1,1,aco,Acanthurus coeruleus,0,,0.0415,2.835,0.928936368,1,47.59122999,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.59122999,0,0,0,0,0,0,0,0,0,0,0,0,0,0
374,512,Janina Seemann,Will Wied,BOCAS10 ,Crawl Cay Reef_7/6/17_1,Crawl Cay Reef,Reef,9.265417,-82.119056,7/6/17,8,N,11:40,0,3.5,1,1,avi,Anisotremus virginicus,0,,0.0148,3.167,0.897666068,2,443.8513545,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.865222,303.9861325,0,0,0,0,0,0,0,0,0,0,0
375,513,Janina Seemann,Will Wied,BOCAS10 ,Crawl Cay Reef_7/6/17_1,Crawl Cay Reef,Reef,9.265417,-82.119056,7/6/17,8,N,11:40,0,3.5,1,1,ama,Aulostomus maculatus,0,,2.00E-04,3.514,1,2,54.29566033,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.42112438,32.87453595,0,0,0,0,0,0,0,0,0
373,511,Janina Seemann,Will Wied,BOCAS10 ,Crawl Cay Reef_7/6/17_1,Crawl Cay Reef,Reef,9.265417,-82.119056,7/6/17,8,N,11:40,0,3.5,1,1,cca,Chaetodon capistratus,0,,0.047,2.86,1,3,23.69909101,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.69909101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
377,515,Janina Seemann,Will Wied,BOCAS10 ,Crawl Cay Reef_7/6/17_1,Crawl Cay Reef,Reef,9.265417,-82.119056,7/6/17,8,N,11:40,0,3.5,1,1,coc,Chaetodon ocellatus,0,,0.0318,2.984,1,1,102.7740419,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102.7740419,0,0,0,0,0,0,0,0,0,0,0,0,0
371,509,Janina Seemann,Will Wied,BOCAS10 ,Crawl Cay Reef_7/6/17_1,Crawl Cay Reef,Reef,9.265417,-82.119056,7/6/17,8,N,11:40,0,3.5,1,1,hfl,Haemulon flavolineatum,0,,0.013,3.158,0.917431193,3,638.8702544,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.6999374,519.1703169,0,0,0,0,0,0,0,0,0,0,0
372,510,Janina Seemann,Will Wied,BOCAS10 ,Crawl Cay Reef_7/6/17_1,Crawl Cay Reef,Reef,9.265417,-82.119056,7/6/17,8,N,11:40,0,3.5,1,1,hbi,Halichoeres bivittatus,0,,0.0134,2.939,1,12,129.7496743,0,0,5,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12.97362461,51.25954938,0,0,65.51650034,0,0,0,0,0,0,0,0,0,0,0,0
363,501,Janina Seemann,Will Wied,BOCAS10 ,Crawl Cay Reef_7/6/17_1,Crawl Cay Reef,Reef,9.265417,-82.119056,7/6/17,8,N,11:40,0,3.5,1,1,hpo,Halichoeres poeyi,0,,0.0095,3.131,1,2,91.43139228,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.43139228,0,0,0,0,0,0,0,0,0,0,0,0,0
369,507,Janina Seemann,Will Wied,BOCAS10 ,Crawl Cay Reef_7/6/17_1,Crawl Cay Reef,Reef,9.265417,-82.119056,7/6/17,8,N,11:40,0,3.5,1,1,mch,Microspathodon chrysurus,0,,0.0239,3.082,0.961538462,32,1498.727605,0,1,5,5,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.706131537,29.89716849,104.314173,759.4964711,604.3136607,0,0,0,0,0,0,0,0,0,0,0,0,0
367,505,Janina Seemann,Will Wied,BOCAS10 ,Crawl Cay Reef_7/6/17_1,Crawl Cay Reef,Reef,9.265417,-82.119056,7/6/17,8,N,11:40,0,3.5,1,1,sis,Scarus iseri,0,,0.0166,3.02,0.860691012,12,934.3963779,0,0,0,0,6,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180.8783974,118.2860927,205.1450533,430.0868345,0,0,0,0,0,0,0,0,0,0,0
366,504,Janina Seemann,Will Wied,BOCAS10 ,Crawl Cay Reef_7/6/17_1,Crawl Cay Reef,Reef,9.265417,-82.119056,7/6/17,8,N,11:40,0,3.5,1,1,sti,Serranus tigrinus,0,,0.0145,3.048,0.817764358,1,11.74624814,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.74624814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
368,506,Janina Seemann,Will Wied,BOCAS10 ,Crawl Cay Reef_7/6/17_1,Crawl Cay Reef,Reef,9.265417,-82.119056,7/6/17,8,N,11:40,0,3.5,1,1,sau,Sparisoma aurofrenatum,0,,0.0195,3,0.868055556,3,336.765,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.696,65.8125,0,237.2565,0,0,0,0,0,0,0,0,0,0,0
362,500,Janina Seemann,Will Wied,BOCAS10 ,Crawl Cay Reef_7/6/17_1,Crawl Cay Reef,Reef,9.265417,-82.119056,7/6/17,8,N,11:40,0,3.5,1,1,svi,Sparisoma viride,0,,0.025,2.921,0.898477462,23,2826.949161,0,0,5,10,1,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,23.43634138,153.20833,35.50000616,68.12438213,116.0355316,237.4362463,379.2744295,1082.953564,730.9803292,0,0,0,0,0,0,0,0
365,503,Janina Seemann,Will Wied,BOCAS10 ,Crawl Cay Reef_7/6/17_1,Crawl Cay Reef,Reef,9.265417,-82.119056,7/6/17,8,N,11:40,0,3.5,1,1,sad,Stegastes adustus,0,,0.0275,2.973,1,50,415.3068283,0,0,40,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226.3791123,188.927716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
376,514,Janina Seemann,Will Wied,BOCAS10 ,Crawl Cay Reef_7/6/17_1,Crawl Cay Reef,Reef,9.265417,-82.119056,7/6/17,8,N,11:40,0,3.5,1,1,spa,Stegastes partitus,0,,0.0182,3.152,0.785545954,1,5.161835133,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.161835133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
370,508,Janina Seemann,Will Wied,BOCAS10 ,Crawl Cay Reef_7/6/17_1,Crawl Cay Reef,Reef,9.265417,-82.119056,7/6/17,8,N,11:40,0,3.5,1,1,spl,Stegastes planifrons,0,,0.0379,2.857,0.863,24,423.4723069,0,1,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.874529844,19.0080947,403.5896824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
364,502,Janina Seemann,Will Wied,BOCAS10 ,Crawl Cay Reef_7/6/17_1,Crawl Cay Reef,Reef,9.265417,-82.119056,7/6/17,8,N,11:40,0,3.5,1,1,tbi,Thalassoma bifasciatum,0,,0.0107,2.916,1,100,1067.425347,0,10,30,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,2.634325019,59.64775171,129.7134262,300.1278429,575.3020012,0,0,0,0,0,0,0,0,0,0,0,0,0
966,513,Will Wied,Janina Seemann,BOCAS10 ,Crawl Cay Reef_7/6/17_2,Crawl Cay Reef,Reef,9.265417,-82.119056,7/6/17,8,W,11:00,0,4,1,2,Aco,Acanthurus coeruleus,0,,0.0415,2.835,0.928936368,2,179.1830034,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179.1830034,0,0,0,0,0,0,0,0,0,0,0,0,0
972,519,Will Wied,Janina Seemann,BOCAS10 ,Crawl Cay Reef_7/6/17_2,Crawl Cay Reef,Reef,9.265417,-82.119056,7/6/17,8,W,11:00,0,4,1,2,Cca,Chaetodon capistratus,0,,0.047,2.86,1,1,25.19018952,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.19018952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
964,512,Will Wied,Janina Seemann,BOCAS10 ,Crawl Cay Reef_7/6/17_2,Crawl Cay Reef,Reef,9.265417,-82.119056,7/6/17,8,W,11:00,0,4,1,2,Hpl,Haemulon plumierii,0,,0.0178,3.034,0.894054537,2,66.94002936,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.94002936,0,0,0,0,0,0,0,0,0,0,0,0,0,0
968,515,Will Wied,Janina Seemann,BOCAS10 ,Crawl Cay Reef_7/6/17_2,Crawl Cay Reef,Reef,9.265417,-82.119056,7/6/17,8,W,11:00,0,4,1,2,Hbi,Halichoeres bivittatus,0,,0.0134,2.939,1,10,85.24263257,0,2,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.676696861,7.784174767,17.08651646,59.69524449,0,0,0,0,0,0,0,0,0,0,0,0,0,0
973,520,Will Wied,Janina Seemann,BOCAS10 ,Crawl Cay Reef_7/6/17_2,Crawl Cay Reef,Reef,9.265417,-82.119056,7/6/17,8,W,11:00,0,4,1,2,Hpo,Halichoeres poeyi,0,,0.0095,3.131,1,3,7.784602206,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.784602206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
970,517,Will Wied,Janina Seemann,BOCAS10 ,Crawl Cay Reef_7/6/17_2,Crawl Cay Reef,Reef,9.265417,-82.119056,7/6/17,8,W,11:00,0,4,1,2,Hysp,Hypleurochilus geminatus,0,,0.0105,3.13,1,1,10.18517168,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.18517168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
971,518,Will Wied,Janina Seemann,BOCAS10 ,Crawl Cay Reef_7/6/17_2,Crawl Cay Reef,Reef,9.265417,-82.119056,7/6/17,8,W,11:00,0,4,1,2,Hpu,Hypoplectrus puella,0,,0.0109,3.182,1,1,11.8529421,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8529421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
967,514,Will Wied,Janina Seemann,BOCAS10 ,Crawl Cay Reef_7/6/17_2,Crawl Cay Reef,Reef,9.265417,-82.119056,7/6/17,8,W,11:00,0,4,1,2,Mch,Microspathodon chrysurus,0,,0.0239,3.082,0.961538462,14,345.4207886,0,4,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.824526146,5.979433698,83.45133841,253.1654904,0,0,0,0,0,0,0,0,0,0,0,0,0,0
960,508,Will Wied,Janina Seemann,BOCAS10 ,Crawl Cay Reef_7/6/17_2,Crawl Cay Reef,Reef,9.265417,-82.119056,7/6/17,8,W,11:00,0,4,1,2,Sis,Scarus iseri,0,,0.0166,3.02,0.860691012,100,3130.996064,0,1,4,3,86,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0.458156948,14.86568259,37.93514263,2592.590363,177.429139,307.7175799,0,0,0,0,0,0,0,0,0,0,0,0
974,521,Will Wied,Janina Seemann,BOCAS10 ,Crawl Cay Reef_7/6/17_2,Crawl Cay Reef,Reef,9.265417,-82.119056,7/6/17,8,W,11:00,0,4,1,2,Sau,Sparisoma aurofrenatum,0,,0.0195,3,0.868055556,1,33.696,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.696,0,0,0,0,0,0,0,0,0,0,0,0,0,0
963,511,Will Wied,Janina Seemann,BOCAS10 ,Crawl Cay Reef_7/6/17_2,Crawl Cay Reef,Reef,9.265417,-82.119056,7/6/17,8,W,11:00,0,4,1,2,Svi,Sparisoma viride,0,,0.025,2.921,0.898477462,5,240.4920393,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.618886763,0,0,35.50000616,204.3731464,0,0,0,0,0,0,0,0,0,0,0,0,0
961,509,Will Wied,Janina Seemann,BOCAS10 ,Crawl Cay Reef_7/6/17_2,Crawl Cay Reef,Reef,9.265417,-82.119056,7/6/17,8,W,11:00,0,4,1,2,Sdi,Stegastes diencaeus,0,,0.0275,2.973,1,90,489.5982875,0,4,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.883196057,486.7150914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
969,516,Will Wied,Janina Seemann,BOCAS10 ,Crawl Cay Reef_7/6/17_2,Crawl Cay Reef,Reef,9.265417,-82.119056,7/6/17,8,W,11:00,0,4,1,2,Spa,Stegastes partitus,0,,0.0182,3.152,0.785545954,4,2.32283079,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.32283079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
962,510,Will Wied,Janina Seemann,BOCAS10 ,Crawl Cay Reef_7/6/17_2,Crawl Cay Reef,Reef,9.265417,-82.119056,7/6/17,8,W,11:00,0,4,1,2,Spl,Stegastes planifrons,0,,0.0379,2.857,0.863,24,310.1836339,0,4,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.498119376,44.35222097,262.3332935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
959,507,Will Wied,Janina Seemann,BOCAS10 ,Crawl Cay Reef_7/6/17_2,Crawl Cay Reef,Reef,9.265417,-82.119056,7/6/17,8,W,11:00,0,4,1,2,Tbi,Thalassoma bifasciatum,0,,0.0107,2.916,1,34,271.6371496,0,0,0,28,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181.5987967,90.03835286,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380,525,Janina Seemann,Will Wied,BOCAS10sa,Crawl Cay Sand_7/6/17_1,Crawl Cay Sand,Sand,9.274917,-82.127861,7/6/17,7,N,12:30,0,1.5,1,1,eme,Eucinostomus melanopterus,Flagfin Mojarra,,0.006,3.62,NA,20,78.72066831,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.72066831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
379,524,Janina Seemann,Will Wied,BOCAS10sa,Crawl Cay Sand_7/6/17_1,Crawl Cay Sand,Sand,9.274917,-82.127861,7/6/17,7,N,12:30,0,1.5,1,1,lan,Lutjanus analis,0,,0.0104,3.07,0.922225638,5,6.002903221,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.909739069,5.093164152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
979,533,Will Wied,Janina Seemann,BOCAS10sa,Crawl Cay Sand_7/6/17_2,Crawl Cay Sand,Sand,9.274917,-82.127861,7/6/17,6,N,12:30,0,1.5,1,2,Eme,Eucinostomus melanopterus,Flagfin Mojarra,,0.006,3.62,NA,13,18.62532899,0,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.881195328,15.74413366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
976,530,Will Wied,Janina Seemann,BOCAS10sa,Crawl Cay Sand_7/6/17_2,Crawl Cay Sand,Sand,9.274917,-82.127861,7/6/17,6,N,12:30,0,1.5,1,2,Lan,Lutjanus analis,0,,0.0104,3.07,0.922225638,7,2.122724494,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.122724494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
978,532,Will Wied,Janina Seemann,BOCAS10sa,Crawl Cay Sand_7/6/17_2,Crawl Cay Sand,Sand,9.274917,-82.127861,7/6/17,6,N,12:30,0,1.5,1,2,Lsy,Lutjanus synagris,0,,0.0083,3.153,0.9375,6,5.776968036,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.060477357,4.716490679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
