SHA1	Coral reef	Dock	Mangrove	Seagrass	Unvegetated	MeanDecreaseAccuracy	MeanDecreaseGini	Superkingdom	Kingdom	Phylum	Class	Order	Family	Genus	Species
6365b190e940464409d94afadde75659310e1a91	1.0765003868056884	0.577398387726959	0.41468178036282993	1.4294112185397512	0.4794250414454621	1.9238431719476212	0.1259976418655773	Eukaryota	Metazoa	Arthropoda	Insecta	NA	NA	NA	NA
4bcd93932cb0d3e500e2c7b410e7053d0a896dbc	1.5983286907431813	-0.12005615138765398	-0.048939606368847706	2.137262621747611	-0.2367669729612903	1.9236758527389208	0.19479140818736743	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
1b9c8fcc45b74c0d02a3bb81dee8286633b70782	0	1.9952145095610474	0	1.0002500937890795	0	1.9021932444478484	0.05680183591917599	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
2608b8345c1f539b8325733c2c370b4f08800cbe	3.248517379504314	-2.218644452651497	2.1592369141853687	1.574977071498061	-0.8067573064542839	1.8944189666150757	0.09200248042152166	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
3530ff50bafd188d4c6e20f3876008e02eac6c1d	1.0002500937890795	0	1.3956507954117572	1.0002500937890795	1.0002500937890795	1.8912982071246933	0.00810217391304348	NA	Metazoa	NA	NA	NA	NA	NA	NA
2e550cd4578ea4c1b161f4dd0c60ccbd996d659a	1.0002500937890795	0	0	1.6656334949151461	0	1.8890235539450937	0.015985756877869767	Eukaryota	Metazoa	Cnidaria	NA	NA	NA	NA	NA
7e547dd467cb7ffcdf760b90a7a37e75085cc22d	-0.6342972351918083	1.348650035547707	2.69280102102034	-0.17812376043296402	1.2327419960887076	1.8839700475742478	0.1315909249934339	NA	Metazoa	NA	NA	NA	NA	NA	NA
47cc72c4be2c18f5a3aaa87a0d08352a4a26319e	1.0002500937890795	0.577398387726959	0	1.3289079040791614	1.0002500937890795	1.8823783564843486	0.03066924744411587	NA	Metazoa	NA	NA	NA	NA	NA	NA
37bf4fdd22298f5e4ea3452cab1a7e61d1fdb21e	0	0	1.4113218748255445	1.362468631649713	0	1.8792875755329796	0.011802170680073595	Eukaryota	Metazoa	Arthropoda	Insecta	Trichoptera	Helicophidae	NA	NA
78e3af6aa7ddfcb27c60936794867c7ebaa13fb0	0	0	1.6561663555964103	1.0002500937890795	1.0002500937890795	1.8787823603884555	0.011411570885255098	Eukaryota	Metazoa	Arthropoda	NA	NA	NA	NA	NA
e51044f759eece21a0c31e7d6c0e65c259bca8ea	3.442589946186336	1.0002500937890795	0.5775078489036775	-1.6733702028848882	1.0002500937890795	1.8692339131230133	0.1454275042031066	Eukaryota	Metazoa	Cnidaria	Hydrozoa	Anthoathecata	Corymorphidae	NA	NA
264f041f6443b7f54ac5892b1a43b01279a1d52e	-1.2366060836187922	2.918153031062955	2.2140772638874147	-0.40320396404281356	1.6597874683359384	1.855456464607451	0.15233257448998103	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
8cd00668d9fde7b7b584691fa231373d0f5cc205	0.7886199655792578	1.4149211999266962	1.6606304754579706	-0.3276436502388962	0.8805364272527557	1.8534381437886482	0.06553926943682283	Eukaryota	Metazoa	Cnidaria	Scyphozoa	Semaeostomeae	Pelagiidae	NA	NA
78665ae4a5f12af62314133756d0cab00b856561	0.4513615690870721	1.527452174789135	0.7056747753171944	1.1535644579801005	1.376291221609294	1.8508815535080978	0.1767329855709823	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
aa082862bf6e0b82d6f5d5a45f2c17ee1e42a674	0.12984775997534895	-1.4550746688451355	0.47525079083145744	2.97586075259235	-0.7086673846282497	1.8424257826851786	0.1455588568939924	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
4b54c50afffb0431049cf7e33d24319461043cee	1.1363642598131074	1.0002500937890797	2.9621990688444257	-0.9681764620378314	-0.5890128724438777	1.8205296751460374	0.23375889527178395	Eukaryota	Metazoa	Arthropoda	Insecta	NA	NA	NA	NA
4356776fca48cf35da452603890202c1511e81e4	2.589089605891838	0.8556749371657382	1.3031177661748963	-1.0452547385009494	2.1865463970529126	1.8154517975690285	0.08277754548606787	Eukaryota	Metazoa	Cnidaria	Hydrozoa	NA	NA	NA	NA
08288bf0335389966fb04892d5cae0621fa5dbff	2.5606618555650353	1.0024214212840017	1.0045123632077524	-0.2739495480635302	1.0564019355355498	1.8127142298617445	0.4142785145283186	Eukaryota	Metazoa	Arthropoda	NA	NA	NA	NA	NA
903063958ff558e331d47f7bde4f14f24f883819	2.1564494358046065	2.4282723452990482	-0.4011750708908983	0.3090891697286491	1.0440006737171479	1.8114049545984254	0.24435972917410317	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
945047e931854265a73012c4bc8c5e8018c48630	1.342244932683071	0	0.30411650137949847	1.3538263752166166	1.0002500937890797	1.8022828978455385	0.08723364588963274	Eukaryota	Metazoa	Arthropoda	NA	NA	NA	NA	NA
1e1bd9c2df6e664e74da6341568b7a5b7549fed5	1.0827498858587743	-1.0002500937890797	1.9739446941698322	-0.6377435453003644	2.0054030235823586	1.801406313821243	0.14694944840637109	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
aab2e8a1f2bc8e0a6112d346add9be6de8e65983	-0.7968680022660711	0	0.35608124676790237	2.565847385153409	-0.3721170849665912	1.8010448971053021	0.07369474769987792	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
db9818e5c56de22a6cb31373275f0cd2dd9a11f4	0.5753398567839964	1.7245617057655869	0.7073278574177762	-0.8219095377638639	2.7947141984568806	1.797320936722346	0.16776502554300549	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
35ca6f266f17e9974d0e80d80f8356de1625ae5e	0.06294064300423069	0	1.9552295602212546	0.6538128543149966	-1.0002500937890795	1.789626883751198	0.025945267756427078	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
822bd93acaa2217c703749809764b618b76302dc	-0.8907449574736681	0.7258703327598535	1.5250655816248777	1.9349584184830784	-1.2879864501983487	1.7830386685378583	0.044518345921320424	Eukaryota	Metazoa	Cnidaria	NA	NA	NA	NA	NA
1070257a077ae08b2802cf78c38ccdc40903ccf4	-0.2721355713137782	1.0002500937890797	-0.35622604214877884	0.6951021069112336	2.3403722435251195	1.7780069801049783	0.06399811356084205	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
784f25127a60922f3349af42cdb1b71546c8a99c	1.36501748650776	0	0.7629584517019369	0.7671332066196008	1.36501748650776	1.7772472981421565	0.036998807247120936	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
6a6ba89b8e32cab146c49ffd0a43a6978e2bbf99	2.1810194140721992	1.4062585831474288	2.1250336389055056	-1.0347758025101446	0.11643809156433692	1.7753500722281927	0.13294502675532982	Eukaryota	Metazoa	Annelida	Polychaeta	Phascolosomatiformes	Phascolosomatidae	NA	NA
1b5d6122cc448e4d7a941290fcaf4c28b3378539	1.8126353008154366	1.3004167972992628	-0.49084164662148094	0.9427554656381566	1.1430991057615898	1.7715970528753642	0.08001386665204308	Eukaryota	Metazoa	Echinodermata	Echinoidea	Arbacoida	Arbaciidae	Arbacia	Arbacia punctulata
431c8219e3215afc322740eb9436253788734ba0	-0.06726735549396785	1.0002500937890797	1.4665211641473854	1.7394985410693526	-0.7702547110301596	1.76826940258103	0.10255543453036478	Eukaryota	Metazoa	Arthropoda	NA	NA	NA	NA	NA
5dad57204c24a297fef133cd8374037c1f3c2afe	-1.5123408820705768	0.0788111630015875	1.5255685875820555	0.9774189086147327	1.58864892104608	1.7637177587455368	0.08850259675174849	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
cc6b84cb2e29a8cea7e4dc7102e2642d4494cda9	2.2940425079471884	-1.1336252269259985	2.082762120605313	-0.2060851136483829	1.0109446702080778	1.762158407708994	0.15497332386637394	NA	Metazoa	NA	NA	NA	NA	NA	NA
c77beb01db26a46bd717f694c163062a8acadf31	0	-1.4006865046221246	1.7082647634476225	1.0631117692559113	-1.0002500937890795	1.7530739090255791	0.03921853754527028	Eukaryota	Metazoa	Arthropoda	Insecta	Hymenoptera	Formicidae	NA	NA
6b67690fb125d618ba65ebd1fef25ba1ff28c1b2	2.42850591844269	-1.9584887444014625	1.3847505359465675	0.9180373863374833	-0.7354601236790964	1.7475624743794838	0.1696108999977991	Eukaryota	Metazoa	Arthropoda	Insecta	NA	NA	NA	NA
9c08d1b67d99b6bdb1226642f5de7a75f8ce5b8c	1.4107493756080212	-0.789812907166553	1.9167767044820077	-0.04223771976005995	1.6403027178592222	1.737441222593791	0.07510585883593086	NA	Metazoa	NA	NA	NA	NA	NA	NA
ad3b10d1fd463c0c3e91876885f91652221f25a9	0.38318134388656744	1.0002500937890795	0.5001642199793267	1.8982698109222322	0	1.7362631831187343	0.10373133930305849	Eukaryota	Metazoa	Cnidaria	NA	NA	NA	NA	NA
e8bcaba082e849dc45cdafd93e888f1208f2be85	0	0	0	1.7274910635911012	0	1.7332531796984512	0.009232496535722345	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
7ebbc029d119bf53b7eb8f0c35d2b4f7218c7569	0	0	1.3296559188537571	1.0002500937890797	0	1.7329920282363709	0.004551404526484701	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
a31e0a7089c03da10a0a479634166af4ba0af2c7	1.0002500937890797	1.0002500937890797	0	1.0002500937890795	0	1.7329588919948338	0.0103672604277443	Eukaryota	Metazoa	Porifera	Demospongiae	Clionaida	Clionaidae	Pione	Pione velans
c0272549224da434944eb7074efd21aa7224a326	0	1.0002500937890797	1.4140798952641094	0	0	1.7326273402416452	0.014918221873156085	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
82d1ca1e68213a8bade3cc06cafcd50693527e26	0	0	0	1.7236232228893245	0	1.732540327250161	0.013502897374364768	NA	Metazoa	NA	NA	NA	NA	NA	NA
2e4a2ebda153d5b56b666854b70c26832fd2303f	1.0002500937890795	0	1.4083352954875918	-0.24028813405335023	0	1.7324553330047976	0.019659167574253806	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
dbe3357ce5145fddf169c553f321031d8d4e5dad	1.0002500937890797	1.0002500937890795	0	-0.048737046824105706	1.0002500937890795	1.7321949121342317	0.025701144834118086	Eukaryota	Metazoa	Annelida	Polychaeta	Golfingiida	Sipunculidae	NA	NA
6c53ee6451ecf00a7482b0bafbda9d45fb1afee3	0	0	1.362468631649713	1.0002500937890795	0	1.7321886248876626	0.00609038086913087	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
a26ab0d92288d258ec4676980f638d9f6f100f64	0	0	1.0002500937890795	1.4107493756080212	0	1.7320981423215125	0.007572278492154274	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
7000ae277c5bd738d6aa984013793ac2c4e454c5	0	0	1.0002500937890797	1.0002500937890797	1.0002500937890795	1.7316846814962208	0.008868154761904763	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
18439837463e56cefacee9f7345d4a5ce0cf4ce9	0	1.0002500937890797	0	1.0002500937890797	1.0002500937890795	1.7309030667539813	0.02054434895170189	Eukaryota	Metazoa	NA	NA	Araneae	NA	NA	NA
a460a48e5f139c5e4e1fba8854c620930632c2be	0	0	1.0002500937890795	1.4091046299062115	0	1.72999899485464	0.014578142512820722	Eukaryota	Metazoa	Mollusca	Bivalvia	Veneroida	Veneridae	NA	NA
62f43d245fd5d6455417da5c02e2f3651b979f39	0	0	0	1.7242397189356395	0	1.729139725187017	0.030299647541384183	Eukaryota	Metazoa	Mollusca	Bivalvia	Arcoida	Arcidae	Anadara	Anadara notabilis
41a0999de0182f07d8ca86c75f8ddbea67d994d4	1.0002500937890795	1.0002500937890797	0	1.0002500937890797	0	1.7288005719720958	0.025607491315376943	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
5519e13c8f05c82a7612c4e7b1c363867dee69e2	0	0	1.0002500937890795	1.4143434570227478	0	1.7277231172935597	0.013925930499154283	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
96fe33cf41d3ffc51c865d5fca7a5fddd3a29219	0	1.0002500937890795	1.4139507742692898	0	0	1.7255160482845755	0.010236565993918933	Eukaryota	Metazoa	Porifera	NA	NA	NA	NA	NA
ac7f4e5b614d6cb93f19c4a172684f18fe36068f	0.5600139942850492	1.2568414454280448	1.6271482319361805	0.24208489787848564	0.5428727341889998	1.7252319324434957	0.07767148204629241	Eukaryota	Metazoa	Arthropoda	Collembola	Poduromorpha	Hypogastruridae	NA	NA
b377617c7bc2320b910decd432e6dd6e9cfe5946	1.0002500937890797	0	-1.0002500937890795	2.1758074417719793	-0.0940722949631363	1.7186070983265644	0.029893699773923445	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
d95a8e4713d3ecb663d8f3bdbb912b483fe51df9	1.9012099877045032	0.34300725888217215	1.4658508003687991	-0.26768840403570265	-0.7851080202459928	1.713517291292726	0.048007204263915235	Eukaryota	Metazoa	Cnidaria	NA	NA	NA	NA	NA
d78f7f20ccef2ede174f5fd7a8d34c1c0c615225	2.3671273349141955	1.0002500937890797	-0.06986631097232056	1.8693131028704029	-1.259338911214836	1.6953852239779255	0.10618918450836386	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
89e8f7b7dbfb82a04874a9f538e9730c5a439f1d	0.7365583382657296	1.3726347789772204	0.03667575478231367	0.49273531838456636	1.522250601411733	1.6835873712489124	0.15484472801243301	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
101d85ee41cc19e985592521d843c8a3909f2cb8	0	0	1.0002500937890797	1.143049313776471	1.0002500937890795	1.679691784934695	0.012080775294107341	Eukaryota	Metazoa	Porifera	Demospongiae	Poecilosclerida	Crambeidae	Monanchora	Monanchora clathrata
4ab02b7576f30b3ded42c7021a87178f50215559	1.0002500937890795	1.4091046299062115	0.5827877213033363	0.8112620019317109	0.9104319658313766	1.677197477588888	0.04800039293622198	NA	Metazoa	NA	NA	NA	NA	NA	NA
c55bfcaa78051a6e51828615f6c25a92d1cd957f	0.7121592743494436	0	1.0002500937890797	1.5291954525058418	1.0032895928217287	1.6703826602522462	0.04666078215355447	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
1e429c0c15878a8c630cd19ec667c2185844735c	0	0	1.3947195945539093	0	1.0002500937890795	1.667674107452984	0.022096952483909006	Eukaryota	Metazoa	Arthropoda	NA	NA	NA	NA	NA
70b220ad55321f809814650d85cff38c73fff136	1.5483883857556964	1.8186268523977662	0	0.5116570672795521	0	1.663593013044504	0.03731222559240226	Eukaryota	Metazoa	Annelida	Polychaeta	Golfingiida	Sipunculidae	Siphonosoma	Siphonosoma cumanense
292494c2e10ac2ed65773e134091d97e20a1088e	0	0	1.7310865481916604	1.394328263462975	0	1.6577189919669306	0.006303030303030306	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
0af0e0d649c1775872df09a62454803662415bd0	1.0002500937890797	0	-1.0002500937890795	1.219557212427546	1.0002500937890797	1.6440890655202833	0.02226206668331669	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
0c785ca8f17061d965f9bdb1604ceb1b53c6852c	1.5796600592451289	1.501459351068788	0.523839499372755	0.4574582003539555	0.32461083106511374	1.6392268018762202	0.1018247080916397	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
6cc9e3f71bd5184b21beea228050aaa9585e262d	0	0	1.0002500937890795	0	1.1877501861182727	1.6368741632534676	0.006171526109381897	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
f72b0714c7e59f2b7b65f2eb8de6a397bb08c4c7	0	0	1.0002500937890795	1.4113218748255445	1.0002500937890797	1.628155976268037	0.016646617826956707	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
efd83b1a8203d27b98534d9f249905caef96a926	0	0	1.3874176787135624	1.0002500937890795	0	1.6243772429898342	0.0042090888278388285	Eukaryota	Metazoa	Cnidaria	NA	Trachymedusae	NA	NA	NA
afb4ed953418554b50256a6005ea656b1def2a10	-1.0002500937890797	1.855664679839879	-1.0002500937890797	1.4142713551749513	0	1.6204250644143194	0.029207663438084223	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
b2a41c278c626c6193216d4be4e6c296ecd3ae9d	-0.44723595785692366	-1.0002500937890797	1.390663055640898	1.9708473268735793	0	1.6193674562221976	0.04942947832289669	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
5307aa72bd4657620a5eabd41d32300142aa0199	0	1.4062585831474288	1.0002500937890795	-1.0002500937890797	1.0002500937890797	1.618879401198939	0.016279578610034914	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
215ccccfc103a1df24082adf82c5340459bc5164	1.7068475262266016	0	0.17832275241305418	2.2054165349256016	-0.364221321299973	1.6171761155748103	0.10578112566450555	Eukaryota	Metazoa	Porifera	Demospongiae	Suberitida	Halichondriidae	Hymeniacidon	Hymeniacidon perlevis
4f857c43c994b8bf900d459c596db511f40b9159	-0.4093590791240638	1.7108270313635674	1.0695229411096783	1.3987421989087425	-0.2723175737935542	1.6162432536838116	0.15591274864634844	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
42855bdee4aad4b77cfe0bf00b5eab3131748072	-0.08304562303597211	1.0002500937890795	1.7097493923664024	1.412477136207789	0	1.6126488400656342	0.021227797925878887	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
8057c6e6adf5dbb76d20c13a03e769d4ce6b54c9	0	0	1.6983339025111657	1.0002500937890797	0	1.6104866962819584	0.014076217858443716	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
fd736800b4569ea0d97084ee6fb2eb0e670e71a0	1.0002500937890795	0	1.4129635837879773	1.0002500937890795	0	1.608052239574977	0.01928696540241607	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
9a0ed8b02e798275ef6d0a0e48ab4ba07988f0a0	1.2754286877653798	0	1.0002500937890795	1.4704884711981758	0	1.5967696048810827	0.05067637677392004	Eukaryota	Metazoa	Porifera	Demospongiae	Bubarida	Dictyonellidae	Svenzea	Svenzea zeai
a28a7dd1fa4e541c228f60edee553f651ac0c4fc	1.4006865046221246	1.0002500937890797	-0.16849798285836431	0.9516745426901598	0.6238491678396996	1.5929575884504719	0.024805389148212884	Eukaryota	Metazoa	Porifera	Demospongiae	NA	NA	NA	NA
a2e49c983d86516be1ded1ae5d7665bd53cdb85d	-0.12048332808734415	-1.3136306707967733	2.133720382296455	0.5841657788654387	1.4619064701657387	1.5855838001899105	0.11202770252318629	Eukaryota	Metazoa	Arthropoda	Hexanauplia	Calanoida	Paracalanidae	Paracalanus	Paracalanus quasimodo
d337f6452889a3479fe44edc176a092e7879c7b5	1.3874176787135624	1.4117842462839663	-0.6078656501497752	1.0002500937890795	1.1938681588527082	1.57837860946483	0.02516400155377506	Eukaryota	Metazoa	Cnidaria	NA	NA	NA	NA	NA
549598daf4e2a8ec1b6caba297b57de4525ebbe6	1.0002500937890795	-1.0002500937890797	0.7077830454922313	0.28028734834129865	2.1455237862147847	1.571264166484017	0.047036421528081476	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
b73bf1875112db3add97e137c632064c480a703f	2.880716372320753	-0.5571292417527574	1.6790078049375081	0.44430774145170765	-1.5168809452064784	1.5639678220237758	0.06284294273584033	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
9ed3f0b898129e6bc6c1f5fdddc612f7e43995c9	0.42594965482310293	0.06406227899125341	2.116268140054964	0.10396374120613973	-0.07396485071538164	1.552277417654586	0.09292087419525584	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
38d2fed25f3d1e06bd13d92085b907988eb581dd	1.9916005514801733	1.6225741885793046	-0.6620937654173629	1.0755723833989215	-0.8548489877064831	1.5366259736215677	0.07459876411233586	NA	Metazoa	NA	NA	NA	NA	NA	NA
78f2589b1b81e2cd5672f493bbe5e534a1bcda32	1.3874176787135624	-1.0002500937890797	1.3231593958092305	1.0084609760096337	0.2490356574847054	1.528890516750317	0.04646977752516156	Eukaryota	Metazoa	Cnidaria	NA	NA	NA	NA	NA
a6cafebdbdd8f829a2ffaf8961a2c3b540d8415d	-1.4149211999266962	1.926334949689498	-1.0002500937890797	1.463435654803984	1.0002500937890795	1.526939760401946	0.04330537296549779	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
81448f9dc21667c6c55fbca2927879847e435352	0	0	1.6829826960328624	1.0002500937890797	0	1.5266330292350443	0.011588018807273845	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
1462c4b59aaaa47427658b279af6ac001089bd19	0.5933637022779166	1.0002500937890797	0	-0.006888614404419653	1.8915119696438358	1.5252655338632168	0.03149161167650345	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
b265ed9a359fb1164ac4913f5549e3e1e2948f12	1.3205253172568914	0	1.0002500937890795	1.0002500937890795	0	1.5133987566268088	0.02248380220167325	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
b03c6ae2fdf40666a6a19ec41016805bc1d8e35a	1.6490613328543762	-1.0002500937890797	0	1.4141848669255117	0.5252619576507096	1.5051997751501707	0.03563889355018561	Eukaryota	Metazoa	Arthropoda	NA	NA	NA	NA	NA
6f47b09ee001e5db16da051f8faf10709eac0e4b	1.0002500937890795	0	1.2585357984889847	0	1.0002500937890795	1.5048494593737578	0.015391068474536215	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
05f8dd81e3f2c0241a27e51f25277979e6bbaa0c	-0.2482175234047322	-2.189056367875441	0.9432870516587358	2.5015251998496995	1.9333313489256065	1.503532261278149	0.07698504624545985	Eukaryota	Metazoa	Arthropoda	NA	NA	NA	NA	NA
ce2b16189ec6b0eea439dc77b545567e7478f409	0.41444875092065436	-1.6967200658555515	1.6273561203893194	1.4183678868578868	1.4149211999266962	1.5016755096951675	0.06335274303485117	Eukaryota	Metazoa	NA	Ascidiacea	Stolidobranchia	NA	NA	NA
07162d336f6c8f57b8c660c5fdb5dc4b1dc4eea0	1.3933700729848038	1.0002500937890797	-1.4149211999266962	2.1075926897910526	-0.7787766107138566	1.4944651413718926	0.03286839161151165	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
8aba9433dd1e58ffe420798176d538c224a50cfc	0	0	1.0002500937890795	1.7072251649591978	0	1.4827279347470625	0.007466971186708029	Eukaryota	Metazoa	Arthropoda	NA	NA	NA	NA	NA
168da3d01f85acdf289f75a8a9fd8db3376f2866	0.7475763449248963	1.9254524622697355	0.29709880756746493	0.57780292030779	0.6143763948155351	1.4799705007418402	0.1458516310541654	Eukaryota	Metazoa	Arthropoda	NA	NA	NA	NA	NA
7f82726660ef0a81e5e75caebfc2dc08f2dd7503	1.0002500937890795	1.0002500937890795	1.0002500937890797	0.8374898419035854	-1.4006865046221246	1.4798609786871928	0.021230806923198228	Eukaryota	Metazoa	Cnidaria	NA	NA	NA	NA	NA
a8b07772420de46c681cbc09276506ad4004b567	0.5457780398632562	0	1.7297757187398326	1.7324553330047974	-1.4149211999266964	1.4783990230500905	0.03096292451939778	Eukaryota	Metazoa	Nemertea	NA	NA	NA	NA	NA
e735e9351a60ea8677a16860a47e30aedf7a5a7a	0	0	1.624072519122328	1.4107493756080212	-0.2457732875253245	1.474061620449112	0.01268919873954937	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
2756bd5a86021beb890091f08f6277d703c0d71c	1.0002500937890797	0	0	-0.9122135467483199	2.139809161322568	1.4699076547346066	0.029339115022838945	Eukaryota	Metazoa	Arthropoda	NA	NA	NA	NA	NA
73596acacac541ba1183a3a94b6c6259f96ec43c	1.0002500937890795	0	2.195946245080241	-0.479197695765319	1.0002500937890795	1.4693523416187702	0.04022335582243701	Eukaryota	Metazoa	Rotifera	Monogononta	Ploima	NA	NA	NA
87372847f175622c0d28218705f8beb1cb0ae42a	2.155256563923721	0.3201246974427979	-0.9424039002181566	2.7135541428703513	-1.944341530206804	1.4527604145687725	0.2051901360820629	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
b63719329ec5fe5ae015607f8b773731f9093869	1.9707080089762972	0	1.6545670770963128	-0.6053517985665188	0	1.438045966557684	0.040841800880293766	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
7ff0a3cb2417904a27745bb8f1e305d73cd32f73	-1.0002500937890797	0	1.691318624124536	1.5503178534473554	0.10846554792611465	1.4326676262114715	0.03488473414683551	Eukaryota	Metazoa	Cnidaria	NA	NA	NA	NA	NA
64eee8f6df081bc2c5db3a4a22aabd963ec7b7dd	-1.0002500937890797	0	1.0002500937890795	1.725089595659661	0	1.430568039088327	0.023046033436819924	Eukaryota	Metazoa	Porifera	Demospongiae	Poecilosclerida	Tedaniidae	Tedania	Tedania ignis
cd25966a9dd6317725e249c5b623a5460e51fb39	0.946552139199727	2.0187913721397384	1.5244991738628586	0.6902475067317592	-1.782713923000469	1.428974156992647	0.11286482598962508	Eukaryota	Metazoa	Cnidaria	Hydrozoa	Siphonophorae	Forskaliidae	NA	NA
9ebd0bcbae3f4ee1f10ba13d858e85af17744e67	-0.5906058532031212	0	1.0002500937890797	1.7173022068737438	1.0002500937890795	1.4224614847917942	0.025504267708941625	Eukaryota	Metazoa	Chordata	Mammalia	Primates	Hominidae	Homo	Homo sapiens
9fbbadd7183149e68086ea6fc49da48b8b2566da	0	0	1.0002500937890795	1.0002500937890795	0	1.4149211999266964	0.012362497420020638	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
29de3da7ef1b306550783afde48882a61ebaf1fc	0	0	1.0002500937890795	1.0002500937890797	0	1.4149211999266962	0.015142690309776224	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
9d3807c0883d72ea6c818a26281458ab1256bcfa	0	0	1.0002500937890795	1.0002500937890795	0	1.4149211999266962	0.005152039627039628	Eukaryota	Metazoa	Arthropoda	NA	NA	NA	NA	NA
b10f6ac196837a78f1b9e3ced9e9c6449e39138e	0	0	-1.0002500937890795	1.9722837731171252	-1.0002500937890795	1.4149211999266962	0.021089617049871393	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
fda7445b3ab5c122b2ade40a6dbe704b25d9440d	0	0	0	1.4091046299062115	0	1.4149211999266962	0.013275036007637207	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
4bac193a6ce447aeb9058ba6ac5ade61b00afc32	1.0002500937890797	0	0	1.0002500937890795	0	1.4148427389998623	0.00575	Eukaryota	Metazoa	Annelida	NA	NA	NA	NA	NA
9507ba4904cc5e3c9d48a38ecb30731da8c05472	0	0	1.3874176787135624	0	0	1.4148356903779682	0.005120634920634922	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
2574bf481e1a1bf068d493967014773345f3aebb	1.4039841933329387	0	0	0	0	1.4148318044392945	0.013179480323597966	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
d6bfe02424ed52e8e8b0a05e6e1a9a3e0aa5d6da	1.0002500937890795	0	0.2251915294358076	0.42645746435772464	0	1.4148318044392945	0.011348446573751454	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
4358dc9639775c7e0cc922e0b6196e02b81d3a23	0	0	0	1.0002500937890797	1.0002500937890797	1.4148077431742323	0.015948449592684984	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
baa0b990e73f5249a41fab5c5f782f4d3ded7c2f	0	1.4149211999266964	0	0	0	1.4146007254217887	0.025542840245110714	Eukaryota	Metazoa	Cnidaria	NA	NA	NA	NA	NA
5425d28b825fa278af0c1ebe1ab2e104ac711204	0	0	1.0002500937890795	1.0002500937890797	0	1.4145716165540734	0.011994890109890109	Eukaryota	Metazoa	Cnidaria	NA	NA	NA	NA	NA
